cms_provider_number,fiscal_year,manual_review_decision,manual_fips,manual_county_name,manual_geocode_confidence,manual_review_note,acceptance_source,acceptance_action,accepted_at,provider_name,state_abbr,city,zip5,street_address,closeout_action,census_candidate_status,census_match_type,census_matched_address,census_candidate_score,census_attempt_label,acceptance_status,acceptance_issue,production_model_rank_or_dashboard_change
061319,2023,assign_county,08065,"Lake County, Colorado",0.93,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Lake County, Colorado (08065) for provider 061319 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,ST VINCENT GENERAL HOSPITAL,CO,LEADVILLE,80461,822 WEST 4TH ST.,external_geocode_required,external_census_candidate_ready,Exact,"822 W 4TH ST, LEADVILLE, CO, 80461",0.97,provider_original,accepted,,False
040156,2023,assign_county,05035,"Crittenden County, Arkansas",0.93,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Crittenden County, Arkansas (05035) for provider 040156 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,BMH-CRITTENDEN,AR,WEST MEMPHIS,72301,2100 NORTH SEVENTH STREET,external_geocode_required,external_census_candidate_ready,Exact,"2100 N 7TH ST, WEST MEMPHIS, AR, 72301",0.97,provider_original,accepted,,False
011306,2024,assign_county,01111,"Randolph County, Alabama",0.89,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Randolph County, Alabama (01111) for provider 011306 fiscal year 2024. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,TANNER MEDICAL CENTER ALABAMA INC.,AL,WEDOWEE,36278,1032 MAIN STREET SOUTH,external_geocode_required,external_census_context_only,Non_Exact,"1032 N MAIN ST, WEDOWEE, AL, 36278",0.88,provider_original,held_or_rejected,not_external_census_candidate_ready_status; census_match_type_not_exact; census_confidence_below_0_93; census_score_below_0_97,False
141303,2024,assign_county,17039,"De Witt County, Illinois",0.93,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to De Witt County, Illinois (17039) for provider 141303 fiscal year 2024. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,WARNER HOSPITAL AND HEALTH SERVICES,IL,CLINTON,61727,422 WEST WHITE STREET,external_geocode_required,external_census_candidate_ready,Exact,"422 W WHITE ST, CLINTON, IL, 61727",0.97,provider_original,accepted,,False
171357,2023,assign_county,20115,"Marion County, Kansas",0.89,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Marion County, Kansas (20115) for provider 171357 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,HILLSBORO COMMUNITY HOSPITAL,KS,HILLSBORO,67063,101 INDUSTRIAL BLVD,external_geocode_required,external_census_context_only,Non_Exact,"101 INDUSTRIAL RD, HILLSBORO, KS, 67063",0.88,provider_original,held_or_rejected,not_external_census_candidate_ready_status; census_match_type_not_exact; census_confidence_below_0_93; census_score_below_0_97,False
191326,2023,assign_county,22111,"Union Parish, Louisiana",0.93,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Union Parish, Louisiana (22111) for provider 191326 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,REEVES MEMORIAL MEDICAL CENTER,LA,BERNICE,71222,401 FIRST ST.,external_geocode_required,external_census_candidate_ready,Exact,"401 1ST ST, BERNICE, LA, 71222",0.97,provider_original,accepted,,False
241301,2024,assign_county,,,,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to  () for provider 241301 fiscal year 2024. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,LAKEWOOD HEALTH CENTER,MN,BAUDETTE,56623,600 MAIN AVENUE S,external_geocode_required,unresolved_after_census_batch,,,,,held_or_rejected,not_external_census_candidate_ready_status; not_provider_original_attempt; census_match_status_not_match; census_match_type_not_exact; census_fips_not_in_county_lookup; census_confidence_below_0_93; census_score_below_0_97; missing_census_matched_address; matched_address_missing_provider_zip5; matched_address_missing_number,False
371331,2023,assign_county,,,,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to  () for provider 371331 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,DRUMRIGHT REGIONAL HOSPITAL,OK,DRUMRIGHT,74030,610 WEST BYPASS,external_geocode_required,unresolved_after_census_batch,,,,,held_or_rejected,not_external_census_candidate_ready_status; not_provider_original_attempt; census_match_status_not_match; census_match_type_not_exact; census_fips_not_in_county_lookup; census_confidence_below_0_93; census_score_below_0_97; missing_census_matched_address; matched_address_missing_provider_zip5; matched_address_missing_number,False
371303,2024,assign_county,,,,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to  () for provider 371303 fiscal year 2024. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,ROGER MILLS MEMORIAL HOSPITAL,OK,CHEYENNE,73628,501 SOUTH LL MALES AVENUE,external_geocode_required,unresolved_after_census_batch,,,,,held_or_rejected,not_external_census_candidate_ready_status; not_provider_original_attempt; census_match_status_not_match; census_match_type_not_exact; census_fips_not_in_county_lookup; census_confidence_below_0_93; census_score_below_0_97; missing_census_matched_address; matched_address_missing_provider_zip5; matched_address_missing_number,False
521300,2024,assign_county,55125,"Vilas County, Wisconsin",0.89,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Vilas County, Wisconsin (55125) for provider 521300 fiscal year 2024. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,ASPIRUS EAGLE RIVER HOSPITAL,WI,EAGLE RIVER,54521,201 HOSPITAL ROAD,external_geocode_required,external_census_context_only,Non_Exact,"201 E HOSPITAL RD, EAGLE RIVER, WI, 54521",0.88,provider_original,held_or_rejected,not_external_census_candidate_ready_status; census_match_type_not_exact; census_confidence_below_0_93; census_score_below_0_97,False
670134,2023,assign_county,48199,"Hardin County, Texas",0.93,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Hardin County, Texas (48199) for provider 670134 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,LUMBERTON HOSPITAL LLC,TX,LUMBERTON,77657,220 BLANCO ST,external_geocode_required,external_census_candidate_ready,Exact,"220 BLANCO ST, LUMBERTON, TX, 77657",0.97,provider_original,accepted,,False
491309,2024,assign_county,51105,"Lee County, Virginia",0.93,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Lee County, Virginia (51105) for provider 491309 fiscal year 2024. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,LEE COUNTY COMMUNITY HOSPITAL,VA,PENNINGTON GAP,24277,127 HEALTH CARE DR,external_geocode_required,external_census_candidate_ready,Exact,"127 HEALTH CARE DR, PENNINGTON GAP, VA, 24277",0.97,provider_original,accepted,,False
670285,2023,assign_county,,,,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to  () for provider 670285 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,KINGWOOD EMERGENCY HOSPITAL,TX,KINGWOOD,77339,23330 HIGHWAY 59 N,external_geocode_required,unresolved_after_census_batch,,,,,held_or_rejected,not_external_census_candidate_ready_status; not_provider_original_attempt; census_match_status_not_match; census_match_type_not_exact; census_fips_not_in_county_lookup; census_confidence_below_0_93; census_score_below_0_97; missing_census_matched_address; matched_address_missing_provider_zip5; matched_address_missing_number,False
190302,2023,assign_county,22051,"Jefferson Parish, Louisiana",0.93,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Jefferson Parish, Louisiana (22051) for provider 190302 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,OMEGA HOSPITAL LLC,LA,METAIRIE,70002,2525 SEVERN AVENUE,external_geocode_required,external_census_candidate_ready,Exact,"2525 SEVERN AVE, METAIRIE, LA, 70002",0.97,provider_original,accepted,,False
131308,2023,assign_county,16085,"Valley County, Idaho",0.93,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Valley County, Idaho (16085) for provider 131308 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,CASCADE MEDICAL CENTER,ID,CASCADE,83611,402 OLD STATE HIGHWAY,external_geocode_required,external_census_candidate_ready,Exact,"402 OLD STATE HWY, CASCADE, ID, 83611",0.97,provider_original,accepted,,False
190779,2024,assign_county,22007,"Assumption Parish, Louisiana",0.93,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Assumption Parish, Louisiana (22007) for provider 190779 fiscal year 2024. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,OUR LADY OF THE LAKE ASSUMPTION COM,LA,NAPOLEONVILLE,70390,135 HIGHWAY 402,external_geocode_required,external_census_candidate_ready,Exact,"135 HWY 402, NAPOLEONVILLE, LA, 70390",0.97,provider_original,accepted,,False
191303,2023,assign_county,22007,"Assumption Parish, Louisiana",0.93,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Assumption Parish, Louisiana (22007) for provider 191303 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,OUR LADY OF THE LAKE ASSUMPTION COM,LA,NAPOLEONVILLE,70390,135 HIGHWAY 402,external_geocode_required,external_census_candidate_ready,Exact,"135 HWY 402, NAPOLEONVILLE, LA, 70390",0.97,provider_original,accepted,,False
014006,2023,assign_county,01055,"Etowah County, Alabama",0.89,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Etowah County, Alabama (01055) for provider 014006 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,MOUNTAIN VIEW HOSPITAL,AL,GADSEN,35904,3001 SCENIC HWY,external_geocode_required,external_census_context_only,Non_Exact,"3001 SCENIC HWY, GADSDEN, AL, 35904",0.88,provider_original,held_or_rejected,not_external_census_candidate_ready_status; census_match_type_not_exact; census_confidence_below_0_93; census_score_below_0_97,False
044021,2023,assign_county,05035,"Crittenden County, Arkansas",0.93,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Crittenden County, Arkansas (05035) for provider 044021 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,WOODRIDGE OF WEST MEMPHIS LLC,AR,WEST MEMPHIS,72301,600 NORTH 7TH STREET,external_geocode_required,external_census_candidate_ready,Exact,"600 N 7TH ST, WEST MEMPHIS, AR, 72301",0.97,provider_original,accepted,,False
194118,2023,assign_county,22079,"Rapides Parish, Louisiana",0.89,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Rapides Parish, Louisiana (22079) for provider 194118 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,MERCY BEHAVIORAL HOSPITAL,LA,LECOMPTE,71346,2810 US HIGHWAY 71 S,external_geocode_required,external_census_context_only,Non_Exact,"2810 US HWY 71, LECOMPTE, LA, 71346",0.88,provider_original,held_or_rejected,not_external_census_candidate_ready_status; census_match_type_not_exact; census_confidence_below_0_93; census_score_below_0_97,False
244016,2023,assign_county,,,,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to  () for provider 244016 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,PRAIRIECARE,MN,BROOKLYN PARK,55443,9400 ZANE AVE N,external_geocode_required,unresolved_after_census_batch,,,,,held_or_rejected,not_external_census_candidate_ready_status; not_provider_original_attempt; census_match_status_not_match; census_match_type_not_exact; census_fips_not_in_county_lookup; census_confidence_below_0_93; census_score_below_0_97; missing_census_matched_address; matched_address_missing_provider_zip5; matched_address_missing_number,False
264020,2024,assign_county,29083,"Henry County, Missouri",0.89,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Henry County, Missouri (29083) for provider 264020 fiscal year 2024. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,ROYAL OAKS HOSPITAL,MO,WINDSOR,65360,307 NORTH MAIN,external_geocode_required,external_census_context_only,Non_Exact,"307 N MAIN ST, WINDSOR, MO, 65360",0.88,provider_original,held_or_rejected,not_external_census_candidate_ready_status; census_match_type_not_exact; census_confidence_below_0_93; census_score_below_0_97,False
334067,2024,assign_county,36081,"Queens County, New York",0.93,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Queens County, New York (36081) for provider 334067 fiscal year 2024. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,NEW YORK CITY CHILDRENS PHYSCH CTR,NY,BELLEROSE,11426,7403 COMMONWEALTH BLVD,external_geocode_required,external_census_candidate_ready,Exact,"74-03 COMMONWEALTH BLVD, BELLEROSE, NY, 11426",0.97,provider_original,accepted,,False
334064,2024,assign_county,36103,"Suffolk County, New York",0.93,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Suffolk County, New York (36103) for provider 334064 fiscal year 2024. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,SAGAMORE CHILDRENS PSYCH CTR,NY,DIX HILLS,11746,197 HALF HOLLOW ROAD,external_geocode_required,external_census_candidate_ready,Exact,"197 HALF HOLLOW RD, DIX HILLS, NY, 11746",0.97,provider_original,accepted,,False
334065,2024,assign_county,36029,"Erie County, New York",0.93,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Erie County, New York (36029) for provider 334065 fiscal year 2024. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,WESTERN NY CHILDRENS PSYCH CTR,NY,WEST SENECA,14224,1010 EAST AND WEST ROAD,external_geocode_required,external_census_candidate_ready,Exact,"1010 E AND WEST RD, WEST SENECA, NY, 14224",0.97,provider_original,accepted,,False
364067,2023,assign_county,39035,"Cuyahoga County, Ohio",0.93,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Cuyahoga County, Ohio (39035) for provider 364067 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,BLUESTONE CHILD AND ADOLESCENT PSYCH,OH,UNIVERSITY HEIGHTS,44118,2575 S. BELVOIR BLVD,external_geocode_required,external_census_candidate_ready,Exact,"2575 S BELVOIR BLVD, UNIVERSITY HEIGHTS, OH, 44118",0.97,provider_original,accepted,,False
364067,2024,assign_county,39035,"Cuyahoga County, Ohio",0.93,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Cuyahoga County, Ohio (39035) for provider 364067 fiscal year 2024. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,BLUESTONE CHILD AND ADOLESCENT PSYCH,OH,UNIVERSITY HEIGHTS,44118,2575 S BELVOIR BLVD,external_geocode_required,external_census_candidate_ready,Exact,"2575 S BELVOIR BLVD, UNIVERSITY HEIGHTS, OH, 44118",0.97,provider_original,accepted,,False
361991,2023,assign_county,39049,"Franklin County, Ohio",0.93,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Franklin County, Ohio (39049) for provider 361991 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,GLENMONT,OH,HILLIARD,43026,4599 AVERY ROAD,external_geocode_required,external_census_candidate_ready,Exact,"4599 AVERY RD, HILLIARD, OH, 43026",0.97,provider_original,accepted,,False
373303,2024,assign_county,40109,"Oklahoma County, Oklahoma",0.93,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Oklahoma County, Oklahoma (40109) for provider 373303 fiscal year 2024. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,THE CHILDRENS CENTER INC.,OK,BETHANY,73008,6800 NW 39TH EXPRESSWAY,external_geocode_required,external_census_candidate_ready,Exact,"6800 NW 39TH EXPY, BETHANY, OK, 73008",0.97,provider_original,accepted,,False
414003,2023,assign_county,44007,"Providence County, Rhode Island",0.89,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Providence County, Rhode Island (44007) for provider 414003 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,EMMA P BRADLEY HOSPITAL,RI,EAST PROVIDENCE,02915,1011 VETERANS MEMORIAL PARKWAY,external_geocode_required,external_census_context_only,Non_Exact,"1011 VETERANS MEMORIAL PKWY, RIVERSIDE, RI, 02915",0.88,provider_original,held_or_rejected,not_external_census_candidate_ready_status; census_match_type_not_exact; census_confidence_below_0_93; census_score_below_0_97,False
433300,2024,assign_county,46099,"Minnehaha County, South Dakota",0.93,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Minnehaha County, South Dakota (46099) for provider 433300 fiscal year 2024. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,LIFESCAPE,SD,SIOUX FALLS,57105,2501 W 26TH STREET,external_geocode_required,external_census_candidate_ready,Exact,"2501 W 26TH ST, SIOUX FALLS, SD, 57105",0.97,provider_original,accepted,,False
453317,2023,assign_county,,,,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to  () for provider 453317 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,COOK CHILDREN CARE,TX,PROSPER,75078,4100 W UNIVERSITY DR,external_geocode_required,unresolved_after_census_batch,,,,,held_or_rejected,not_external_census_candidate_ready_status; not_provider_original_attempt; census_match_status_not_match; census_match_type_not_exact; census_fips_not_in_county_lookup; census_confidence_below_0_93; census_score_below_0_97; missing_census_matched_address; matched_address_missing_provider_zip5; matched_address_missing_number,False
670322,2023,assign_county,48085,"Collin County, Texas",0.93,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Collin County, Texas (48085) for provider 670322 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,LEGENT SURGICAL HOSPITAL PLANO,TX,PLANO,75093,4100 MAPLESHADE LANE,external_geocode_required,external_census_candidate_ready,Exact,"4100 MAPLESHADE LN, PLANO, TX, 75093",0.97,provider_original,accepted,,False
464007,2024,assign_county,49011,"Davis County, Utah",0.84,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Davis County, Utah (49011) for provider 464007 fiscal year 2024. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,BENCHMARK BEHAVIORAL HEALTH SYSTEM I,UT,WOOD CROSS,84087,592 WEST 1350 SOUTH,external_geocode_required,external_census_context_only,Non_Exact,"592 W 1350 S, WOODS CROSS, UT, 84010",0.8,provider_original,held_or_rejected,not_external_census_candidate_ready_status; census_match_type_not_exact; census_confidence_below_0_93; census_score_below_0_97; matched_address_missing_provider_zip5,False
493300,2024,assign_county,,,,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to  () for provider 493300 fiscal year 2024. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,CUMBERLAND HOSPITAL LLC,VA,NEW KENT,23124,9407 CUMBERLAND RD,external_geocode_required,unresolved_after_census_batch,,,,,held_or_rejected,not_external_census_candidate_ready_status; not_provider_original_attempt; census_match_status_not_match; census_match_type_not_exact; census_fips_not_in_county_lookup; census_confidence_below_0_93; census_score_below_0_97; missing_census_matched_address; matched_address_missing_provider_zip5; matched_address_missing_number,False
514011,2023,assign_county,,,,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to  () for provider 514011 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,HIGHLAND CLARKSBURG HOSPITAL INC,WV,CLARKSBURG,26301,3 HOSPITAL PLAZA,external_geocode_required,unresolved_after_census_batch,,,,,held_or_rejected,not_external_census_candidate_ready_status; not_provider_original_attempt; census_match_status_not_match; census_match_type_not_exact; census_fips_not_in_county_lookup; census_confidence_below_0_93; census_score_below_0_97; missing_census_matched_address; matched_address_missing_provider_zip5; matched_address_missing_number,False
400109,2023,assign_county,72021,Bayamón Muno,0.84,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Bayamón Muno (72021) for provider 400109 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,HOSPITAL HIMA SAN PABLO BAYAMON,PR,BAYAMON,00959,SANTA CRUZ # 70,external_geocode_required,external_census_context_only,Non_Exact,"70 CLL SANTA CRUZ, BAYAMON, PR, 00961",0.8,provider_original,held_or_rejected,not_external_census_candidate_ready_status; census_match_type_not_exact; census_confidence_below_0_93; census_score_below_0_97; matched_address_missing_provider_zip5,False
