pattern_candidate_status,pattern_candidate_priority,matched_street_query,matched_city_zip_query,evidence_snippet,suggested_parser_rule,document_text_available,parse_review_priority,parse_review_category,recommended_action,queue_row_id,entity_name,primary_ticker,filing_date,form_type,filing_accession,address_parse_status,address_parse_error,current_snapshot_business_street,current_snapshot_business_city,current_snapshot_business_state,current_snapshot_business_zip,current_snapshot_fips,current_snapshot_county_name,filing_document_cache_path,filing_document_fetch_error
non_geocode_candidate_excluded_from_parser_work,low,UNIT 1805 18F TOWER 1 EVER GAIN PLAZA 88 CONTAINER PORT ROAD KWAI CHUNG,,"&rsquo;s name into English) Cayman Islands 4731 Not Applicable (State or Other Jurisdiction of Incorporation or Organization) (Primary Standard Industrial Classification Code Number) (I.R.S. Employer Identification No.) Unit 1805, 18F, Tower 1, Ever Gain Plaza, 88 Container Port Road Kwai Chung, New Territories, Hong Kong Telephone: +852 2136 6013 (Address, including zip code, and telephone number, including area code, of Registrant&rsq","Keep out of U.S. county-year parser work because the SEC queue marks it non-domestic, non-physical, or without a current county geocode.",True,medium,address_marker_or_address_text_not_found,manual parse or choose alternate filing document,sec_pit_0513,CGL Logistics Holdings Ltd,CGL,2026-04-17,F-1/A,0001493152-26-017168,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,"UNIT 1805, 18F, TOWER 1, EVER GAIN PLAZA 88 CONTAINER PORT ROAD KWAI CHUNG",NEW TERRITORIES,K3,00000,,,data/raw/sec_edgar_hq/filing_documents/CIK0001934387/000149315226017168/formf-1a.htm,
non_geocode_candidate_excluded_from_parser_work,low,5 SHLOMO KAPLAN STREET,,"er 000-28584 CHECK POINT SOFTWARE TECHNOLOGIES LTD. (Exact name of Registrant as specified in its charter) N/A (Translation of Registrant&#8217;s name into English) ISRAEL (Jurisdiction of incorporation or organization) 5 Shlomo Kaplan Street Tel Aviv 6789159 , Israel (Address of principal executive offices) Shira Yashar, Adv. General Counsel Check Point Software Technologies Ltd. 5 Shlomo Kaplan Street Tel Aviv 6789159 , Israel Tel: (+","Keep out of U.S. county-year parser work because the SEC queue marks it non-domestic, non-physical, or without a current county geocode.",True,high,snapshot_address_text_found_needs_parser_pattern,add parser pattern around matched filing address text,sec_pit_0448,CHECK POINT SOFTWARE TECHNOLOGIES LTD,CHKP,2026-03-31,20-F,0001178913-26-001932,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,5 SHLOMO KAPLAN STREET,"TEL AVIV, ISRAEL",,6789159,,,data/raw/sec_edgar_hq/filing_documents/CIK0001015922/000117891326001932/zk2634942.htm,
non_geocode_candidate_excluded_from_parser_work,low,BUILDING 2 B ROOM 206 NO 268 SHINIU ROAD LIANDU DISTRICT,,"er: 001-39978 CN ENERGY GROUP. INC. (Exact name of Registrant as specified in its charter) N/A (Translation of Registrant&#8217;s name into English) British Virgin Islands (Jurisdiction of incorporation or organization) Building 2-B, Room 206 , No. 268 Shiniu Road Liandu District , Lishui City , Zhejiang Province PRC +86-571-87555823 (Address of principal executive offices) Ye Ren , Chief Financial Officer Telephone: + 86- 571 - 8755582","Keep out of U.S. county-year parser work because the SEC queue marks it non-domestic, non-physical, or without a current county geocode.",True,medium,address_marker_or_address_text_not_found,manual parse or choose alternate filing document,sec_pit_0449,CN ENERGY GROUP. INC.,CNEY,2022-02-15,20-F,0001410578-22-000144,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,"BUILDING 2-B, ROOM 206 NO. 268 SHINIU ROAD, LIANDU DISTRICT",LISHUI CITY,F4,323010,,,data/raw/sec_edgar_hq/filing_documents/CIK0001780785/000141057822000144/tmb-20210930x20f.htm,
non_geocode_candidate_excluded_from_parser_work,low,BUILDING 2 B ROOM 206 NO 268 SHINIU ROAD LIANDU DISTRICT,,"er: 001-39978 CN ENERGY GROUP. INC. (Exact name of Registrant as specified in its charter) N/A (Translation of Registrant&#8217;s name into English) British Virgin Islands (Jurisdiction of incorporation or organization) Building 2-B, Room 206 , No. 268 Shiniu Road Liandu District , Lishui City , Zhejiang Province PRC (Address of principal executive offices) Jinwu Huang , Chief Financial Officer Telephone: + 86- 571 - 87555823 Email: jin","Keep out of U.S. county-year parser work because the SEC queue marks it non-domestic, non-physical, or without a current county geocode.",True,medium,address_marker_or_address_text_not_found,manual parse or choose alternate filing document,sec_pit_0450,CN ENERGY GROUP. INC.,CNEY,2023-01-27,20-F,0001410578-23-000045,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,"BUILDING 2-B, ROOM 206 NO. 268 SHINIU ROAD, LIANDU DISTRICT",LISHUI CITY,F4,323010,,,data/raw/sec_edgar_hq/filing_documents/CIK0001780785/000141057823000045/cney-20220930x20f.htm,
non_geocode_candidate_excluded_from_parser_work,low,BUILDING 2 B ROOM 206 NO 268 SHINIU ROAD LIANDU DISTRICT,,"ary shares began to trade on a post-Share Consolidation basis on Nasdaq. See &#8220;Item 3. Key Information&#8221; for our latest corporate structure. Corporate Information Our principal executive offices are located at Building 2-B, Room 206, No. 268 Shiniu Road, Liandu District, Lishui City, Zhejiang Province, the PRC, and our phone number is +86-571-87555823. Our registered office in the British Virgin Islands is located at 2/F, Palm","Keep out of U.S. county-year parser work because the SEC queue marks it non-domestic, non-physical, or without a current county geocode.",True,medium,address_marker_or_address_text_not_found,manual parse or choose alternate filing document,sec_pit_0451,CN ENERGY GROUP. INC.,CNEY,2024-02-15,20-F,0001477932-24-000767,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,"BUILDING 2-B, ROOM 206 NO. 268 SHINIU ROAD, LIANDU DISTRICT",LISHUI CITY,F4,323010,,,data/raw/sec_edgar_hq/filing_documents/CIK0001780785/000147793224000767/cney_20f.htm,
non_geocode_candidate_excluded_from_parser_work,low,BUILDING 2 B ROOM 206 NO 268 SHINIU ROAD LIANDU DISTRICT,,"verse stock split reduced the number of Class A ordinary shares issued and outstanding from approximately 75.28 million to approximately 3.01 million. Corporate Information Our principal executive offices are located at Building 2-B, Room 206, No. 268 Shiniu Road, Liandu District, Lishui City, Zhejiang Province, the PRC, and our phone number is +86-571-87555823. Our registered office in the British Virgin Islands is located at 2/F, Palm","Keep out of U.S. county-year parser work because the SEC queue marks it non-domestic, non-physical, or without a current county geocode.",True,medium,address_marker_or_address_text_not_found,manual parse or choose alternate filing document,sec_pit_0452,CN ENERGY GROUP. INC.,CNEY,2026-01-30,20-F,0001477932-26-000556,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,"BUILDING 2-B, ROOM 206 NO. 268 SHINIU ROAD, LIANDU DISTRICT",LISHUI CITY,F4,323010,,,data/raw/sec_edgar_hq/filing_documents/CIK0001780785/000147793226000556/cney_20f.htm,
non_geocode_candidate_excluded_from_parser_work,low,P O BOX 2506,TOLUCA LAKE CALIFORNIA 91610,"Horse Acquisitions Corp. (Exact name of registrant as specified in its charter) Delaware 333-275076 85-1783294 (State or other jurisdiction of incorporation) (Commission File Number) (I.R.S. Employer Identification No.) P.O. Box 2506 Toluca Lake , CA 91610 (Address of Principal Executive Offices) (Zip Code) Registrant&#8217;s telephone number, including area code: (310) 290-5383 Securities registered pursuant to Section 12(b) of the Act","Keep out of U.S. county-year parser work because the SEC queue marks it non-domestic, non-physical, or without a current county geocode.",True,high,snapshot_address_text_found_needs_parser_pattern,add parser pattern around matched filing address text,sec_pit_0453,CN Healthy Food Tech Group Corp.,UCFI,2024-04-01,10-K,0001213900-24-028817,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,P.O. BOX 2506,TOLUCA LAKE,CA,91610,,,data/raw/sec_edgar_hq/filing_documents/CIK0001901203/000121390024028817/ea0202557-10k_ironhorse.htm,
non_geocode_candidate_excluded_from_parser_work,low,P O BOX 2506,TOLUCA LAKE CALIFORNIA 91610,"Horse Acquisitions Corp. (Exact name of registrant as specified in its charter) Delaware 001-41898 87-4105289 (State or other jurisdiction of incorporation) (Commission File Number) (I.R.S. Employer Identification No.) P.O. Box 2506 Toluca Lake , CA 91610 (Address of Principal Executive Offices) (Zip Code) Registrant&#8217;s telephone number, including area code: (310) 290-5383 Securities registered pursuant to Section 12(b) of the Act","Keep out of U.S. county-year parser work because the SEC queue marks it non-domestic, non-physical, or without a current county geocode.",True,high,snapshot_address_text_found_needs_parser_pattern,add parser pattern around matched filing address text,sec_pit_0454,CN Healthy Food Tech Group Corp.,UCFI,2025-02-21,10-K,0001213900-25-015846,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,P.O. BOX 2506,TOLUCA LAKE,CA,91610,,,data/raw/sec_edgar_hq/filing_documents/CIK0001901203/000121390025015846/ea0230568-10k_ironhorse.htm,
non_geocode_candidate_excluded_from_parser_work,low,3 IASSONOS STREET,PIRAEUS 18537,"shell company report: Commission file number: 1-33373 CAPITAL PRODUCT PARTNERS L.P. (Exact name of Registrant as specified in its charter) Republic of The Marshall Islands (Jurisdiction of incorporation or organization) 3 Iassonos Street, Piraeus, 18537 Greece +30 210 458 4950 (Address and telephone number of principal executive offices) Securities registered or to be registered pursuant to Section 12(b) of the Act: Title of each class","Keep out of U.S. county-year parser work because the SEC queue marks it non-domestic, non-physical, or without a current county geocode.",True,high,snapshot_address_text_found_needs_parser_pattern,add parser pattern around matched filing address text,sec_pit_0456,Capital Clean Energy Carriers Corp.,CCEC,2008-04-04,20-F,0000950157-08-000257,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,3 IASSONOS STREET,PIRAEUS,J3,18537,,,data/raw/sec_edgar_hq/filing_documents/CIK0001392326/000095015708000257/form20-f.htm,
non_geocode_candidate_excluded_from_parser_work,low,3 IASSONOS STREET,PIRAEUS 18537,"ission file number: 1-33373 _________________________ CAPITAL PRODUCT PARTNERS L.P. (Exact name of Registrant as specified in its charter) Republic of The Marshall Islands (Jurisdiction of incorporation or organization) 3 Iassonos Street, Piraeus, 18537 Greece +30 210 458 4950 (Address and telephone number of principal executive offices) _________________________ Securities registered or to be registered pursuant to Section 12(b) of the","Keep out of U.S. county-year parser work because the SEC queue marks it non-domestic, non-physical, or without a current county geocode.",True,high,snapshot_address_text_found_needs_parser_pattern,add parser pattern around matched filing address text,sec_pit_0457,Capital Clean Energy Carriers Corp.,CCEC,2009-03-27,20-F,0000950157-09-000145,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,3 IASSONOS STREET,PIRAEUS,J3,18537,,,data/raw/sec_edgar_hq/filing_documents/CIK0001392326/000095015709000145/form20-f.htm,
non_geocode_candidate_excluded_from_parser_work,low,3 IASSONOS STREET,PIRAEUS 18537,"shell company report: Commission file number: 1-33373 CAPITAL PRODUCT PARTNERS L.P. (Exact name of Registrant as specified in its charter) Republic of The Marshall Islands (Jurisdiction of incorporation or organization) 3 Iassonos Street, Piraeus, 18537 Greece +30 210 458 4950 (Address and telephone number of principal executive offices) Ioannis E. Lazaridis Chief Executive Officer and Chief Financial Officer 3 Iassonos Street, Piraeus,","Keep out of U.S. county-year parser work because the SEC queue marks it non-domestic, non-physical, or without a current county geocode.",True,high,snapshot_address_text_found_needs_parser_pattern,add parser pattern around matched filing address text,sec_pit_0458,Capital Clean Energy Carriers Corp.,CCEC,2010-02-04,20-F,0000950157-10-000073,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,3 IASSONOS STREET,PIRAEUS,J3,18537,,,data/raw/sec_edgar_hq/filing_documents/CIK0001392326/000095015710000073/form20-f.htm,
non_geocode_candidate_excluded_from_parser_work,low,3 IASSONOS STREET,PIRAEUS 18537,"om to Commission file number: 001-33373 --12-31 CAPITAL CLEAN ENERGY CARRIERS CORP. (Exact name of Registrant as specified in its charter) Republic of the Marshall Islands (Jurisdiction of incorporation or organization) 3 Iassonos Street , Piraeus , 18537 Greece +30 210 458 4950 (Address and telephone number of principal executive offices and company contact person) Gerasimos (Jerry) Kalogiratos , j.kalogiratos@capitalmaritime.com (Name","Keep out of U.S. county-year parser work because the SEC queue marks it non-domestic, non-physical, or without a current county geocode.",True,high,snapshot_address_text_found_needs_parser_pattern,add parser pattern around matched filing address text,sec_pit_0459,Capital Clean Energy Carriers Corp.,CCEC,2026-04-27,20-F,0001193125-26-179568,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,3 IASSONOS STREET,PIRAEUS,J3,18537,,,data/raw/sec_edgar_hq/filing_documents/CIK0001392326/000119312526179568/d41846d20f.htm,
non_geocode_candidate_excluded_from_parser_work,low,UNIT 03 23 F AITKEN VANSON CENTRE NO 61 HOI YUEN ROAD KWUN TONG KOWLOON,,"quo;s name into English) Cayman Islands 7372 Not Applicable (State or other jurisdiction of incorporation or organization) (Primary Standard Industrial Classification Code Number) (I.R.S. Employer Identification Number) Unit 03, 23/F, Aitken Vanson Centre, No. 61 Hoi Yuen Road, Kwun Tong Kowloon, Hong Kong +852 3461 3788 (Address, including zip code, and telephone number, including area code, of Registrant&rsquo;s principal executive of","Keep out of U.S. county-year parser work because the SEC queue marks it non-domestic, non-physical, or without a current county geocode.",True,medium,address_marker_or_address_text_not_found,manual parse or choose alternate filing document,sec_pit_0517,ChowChow Cloud International Holdings Ltd,CHOW,2025-04-01,F-1,0001641172-25-001938,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,"UNIT 03, 23/F., AITKEN VANSON CENTRE, NO. 61 HOI YUEN ROAD, KWUN TONG, KOWLOON",HONG KONG,K3,000000,,,data/raw/sec_edgar_hq/filing_documents/CIK0002041829/000164117225001938/formf-1.htm,
non_geocode_candidate_excluded_from_parser_work,low,UNIT 03 23 F AITKEN VANSON CENTRE NO 61 HOI YUEN ROAD KWUN TONG KOWLOON,,"quo;s name into English) Cayman Islands 7372 Not Applicable (State or other jurisdiction of incorporation or organization) (Primary Standard Industrial Classification Code Number) (I.R.S. Employer Identification Number) Unit 03, 23/F, Aitken Vanson Centre, No. 61 Hoi Yuen Road, Kwun Tong Kowloon, Hong Kong +852 3461 3788 (Address, including zip code, and telephone number, including area code, of Registrant&rsquo;s principal executive of","Keep out of U.S. county-year parser work because the SEC queue marks it non-domestic, non-physical, or without a current county geocode.",True,medium,address_marker_or_address_text_not_found,manual parse or choose alternate filing document,sec_pit_0518,ChowChow Cloud International Holdings Ltd,CHOW,2025-05-29,F-1/A,0001641172-25-012773,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,"UNIT 03, 23/F., AITKEN VANSON CENTRE, NO. 61 HOI YUEN ROAD, KWUN TONG, KOWLOON",HONG KONG,K3,000000,,,data/raw/sec_edgar_hq/filing_documents/CIK0002041829/000164117225012773/formf-1a.htm,
non_geocode_candidate_excluded_from_parser_work,low,UNIT 03 23 F AITKEN VANSON CENTRE NO 61 HOI YUEN ROAD KWUN TONG KOWLOON,,"quo;s name into English) Cayman Islands 7372 Not Applicable (State or other jurisdiction of incorporation or organization) (Primary Standard Industrial Classification Code Number) (I.R.S. Employer Identification Number) Unit 03, 23/F, Aitken Vanson Centre, No. 61 Hoi Yuen Road, Kwun Tong Kowloon, Hong Kong +852 3461 3788 (Address, including zip code, and telephone number, including area code, of Registrant&rsquo;s principal executive of","Keep out of U.S. county-year parser work because the SEC queue marks it non-domestic, non-physical, or without a current county geocode.",True,medium,address_marker_or_address_text_not_found,manual parse or choose alternate filing document,sec_pit_0519,ChowChow Cloud International Holdings Ltd,CHOW,2025-08-22,F-1/A,0001641172-25-025146,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,"UNIT 03, 23/F., AITKEN VANSON CENTRE, NO. 61 HOI YUEN ROAD, KWUN TONG, KOWLOON",HONG KONG,K3,000000,,,data/raw/sec_edgar_hq/filing_documents/CIK0002041829/000164117225025146/formf-1a.htm,
non_geocode_candidate_excluded_from_parser_work,low,33 MASKIT,,"File No. 001-39829 Cognyte Software Ltd. (Exact name of registrant as specified in its charter) Not applicable (Translation of Registrant&#8217;s name into English) Israel (Jurisdiction of incorporation or organization) 33 Maskit Herzliya Pituach 4673333 , Israel (Address of principal executive office) David Abadi 33 Maskit Herzliya Pituach 4673333 , Israel + 972-9 - 962-2300 (Name, Telephone, Email and/or Facsimile number and Address o","Keep out of U.S. county-year parser work because the SEC queue marks it non-domestic, non-physical, or without a current county geocode.",True,high,snapshot_address_text_found_needs_parser_pattern,add parser pattern around matched filing address text,sec_pit_0463,Cognyte Software Ltd.,CGNT,2021-04-29,20-F,0001824814-21-000007,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,33 MASKIT,HERZLIYA PITUACH,L3,4673333,,,data/raw/sec_edgar_hq/filing_documents/CIK0001824814/000182481421000007/cgnt-20210131.htm,
non_geocode_candidate_excluded_from_parser_work,low,33 MASKIT,,"File No. 001-39829 Cognyte Software Ltd. (Exact name of registrant as specified in its charter) Not applicable (Translation of Registrant&#8217;s name into English) Israel (Jurisdiction of incorporation or organization) 33 Maskit Herzliya Pituach 4673333 , Israel (Address of principal executive office) David Abadi 33 Maskit Herzliya Pituach 4673333 , Israel + 972-9 - 962-2300 (Name, Telephone, Email and/or Facsimile number and Address o","Keep out of U.S. county-year parser work because the SEC queue marks it non-domestic, non-physical, or without a current county geocode.",True,high,snapshot_address_text_found_needs_parser_pattern,add parser pattern around matched filing address text,sec_pit_0464,Cognyte Software Ltd.,CGNT,2022-04-05,20-F,0001824814-22-000013,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,33 MASKIT,HERZLIYA PITUACH,L3,4673333,,,data/raw/sec_edgar_hq/filing_documents/CIK0001824814/000182481422000013/cgnt-20220131.htm,
non_geocode_candidate_excluded_from_parser_work,low,33 MASKIT,,"File No. 001-39829 Cognyte Software Ltd. (Exact name of registrant as specified in its charter) Not applicable (Translation of Registrant&#8217;s name into English) Israel (Jurisdiction of incorporation or organization) 33 Maskit Herzliya Pituach 4673333 , Israel (Address of principal executive office) David Abadi 33 Maskit Herzliya Pituach 4673333 , Israel + 972-9 - 962-2300 (Name, Telephone, Email and/or Facsimile number and Address o","Keep out of U.S. county-year parser work because the SEC queue marks it non-domestic, non-physical, or without a current county geocode.",True,high,snapshot_address_text_found_needs_parser_pattern,add parser pattern around matched filing address text,sec_pit_0465,Cognyte Software Ltd.,CGNT,2022-04-12,20-F/A,0001824814-22-000016,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,33 MASKIT,HERZLIYA PITUACH,L3,4673333,,,data/raw/sec_edgar_hq/filing_documents/CIK0001824814/000182481422000016/cgnt-20220131.htm,
non_geocode_candidate_excluded_from_parser_work,low,33 MASKIT,,"File No. 001-39829 Cognyte Software Ltd. (Exact name of registrant as specified in its charter) Not applicable (Translation of Registrant&#8217;s name into English) Israel (Jurisdiction of incorporation or organization) 33 Maskit Herzliya Pituach 4673333 , Israel (Address of principal executive office) David Abadi 33 Maskit Herzliya Pituach 4673333 , Israel + 972-9 - 962-4011 (Name, Telephone, Email and/or Facsimile number and Address o","Keep out of U.S. county-year parser work because the SEC queue marks it non-domestic, non-physical, or without a current county geocode.",True,high,snapshot_address_text_found_needs_parser_pattern,add parser pattern around matched filing address text,sec_pit_0466,Cognyte Software Ltd.,CGNT,2026-03-25,20-F,0001824814-26-000021,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,33 MASKIT,HERZLIYA PITUACH,L3,4673333,,,data/raw/sec_edgar_hq/filing_documents/CIK0001824814/000182481426000021/cgnt-20260131.htm,
non_geocode_candidate_excluded_from_parser_work,low,666 LONGDU AVENUE,,"file number: 001-34602 DAQO NEW ENERGY CORP. (Exact name of Registrant as specified in its charter) N/A (Translation of Registrant&#146;s name into English) Cayman Islands (Jurisdiction of incorporation or organization) 666 Longdu Avenue Wanzhou, Chongqing F4 40400 The People&#146;s Republic of China (Address of principal executive offices) Jimmy Y. Lai Tel: &#043;(86 23) 6486 6666 Fax: &#043;(86 23) 6486 6688 666 Longdu Avenue Wanzhou,","Keep out of U.S. county-year parser work because the SEC queue marks it non-domestic, non-physical, or without a current county geocode.",True,medium,address_marker_or_address_text_not_found,manual parse or choose alternate filing document,sec_pit_0467,DAQO NEW ENERGY CORP.,DQ,2011-05-13,20-F,0001193125-11-139745,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,666 LONGDU AVENUE,"WANZHOU, CHONGQING",,,,,data/raw/sec_edgar_hq/filing_documents/CIK0001477641/000119312511139745/d20f.htm,
non_geocode_candidate_excluded_from_parser_work,low,666 LONGDU AVENUE,,"file number: 001-34602 DAQO NEW ENERGY CORP. (Exact name of Registrant as specified in its charter) N/A (Translation of Registrant&#146;s name into English) Cayman Islands (Jurisdiction of incorporation or organization) 666 Longdu Avenue Wanzhou, Chongqing F4 40400 The People&#146;s Republic of China (Address of principal executive offices) Bing Sun, Chief Financial Officer Tel: +(86 23) 6486 6666 Fax: +(86 23) 6486 6688 666 Longdu Aven","Keep out of U.S. county-year parser work because the SEC queue marks it non-domestic, non-physical, or without a current county geocode.",True,medium,address_marker_or_address_text_not_found,manual parse or choose alternate filing document,sec_pit_0468,DAQO NEW ENERGY CORP.,DQ,2012-04-30,20-F,0001193125-12-195381,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,666 LONGDU AVENUE,"WANZHOU, CHONGQING",,,,,data/raw/sec_edgar_hq/filing_documents/CIK0001477641/000119312512195381/d295589d20f.htm,
non_geocode_candidate_excluded_from_parser_work,low,666 LONGDU AVENUE,,"file number: 001-34602 DAQO NEW ENERGY CORP. (Exact name of Registrant as specified in its charter) N/A (Translation of Registrant&#146;s name into English) Cayman Islands (Jurisdiction of incorporation or organization) 666 Longdu Avenue Wanzhou, Chongqing F4 40400 The People&#146;s Republic of China (Address of principal executive offices) Bing Sun, Chief Financial Officer Tel: &#043;(86 23) 6486 6666 Fax: &#043;(86 23) 6486 6688 666 L","Keep out of U.S. county-year parser work because the SEC queue marks it non-domestic, non-physical, or without a current county geocode.",True,medium,address_marker_or_address_text_not_found,manual parse or choose alternate filing document,sec_pit_0469,DAQO NEW ENERGY CORP.,DQ,2012-05-14,20-F/A,0001193125-12-229584,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,666 LONGDU AVENUE,"WANZHOU, CHONGQING",,,,,data/raw/sec_edgar_hq/filing_documents/CIK0001477641/000119312512229584/d295589d20fa.htm,
non_geocode_candidate_excluded_from_parser_work,low,4 NAHAL HARIF STREET,,"Willi-Food Ltd. and commenced operations in February 1994. It changed its name to G. Willi-Food International Ltd. in June 1996. The Company&#8217;s corporate headquarters and principal executive offices are located at 4 Nahal Harif Street, Northern Industrial Zone, Yavne 81106, Israel. The Company&#8217;s telephone number in Israel is +972 8-9321000 and its e-mail address is willi@willi-food.co.il. The Company&#8217;s website address","Keep out of U.S. county-year parser work because the SEC queue marks it non-domestic, non-physical, or without a current county geocode.",True,medium,address_marker_or_address_text_not_found,manual parse or choose alternate filing document,sec_pit_0492,G WILLI FOOD INTERNATIONAL LTD,WILC,2026-03-24,20-F,0001178913-26-001606,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,4 NAHAL HARIF STREET,YAVNE,,8122216,,,data/raw/sec_edgar_hq/filing_documents/CIK0001030997/000117891326001606/zk2634724.htm,
