external_manual_rank,packet_rank,cms_provider_number,provider_name,state_abbr,street_address,city,zip5,raw_county,fiscal_year,review_issue,review_priority,suggested_fips,suggested_county_name,supporting_matched_provider_rows,candidate_method,candidate_confidence,review_recommendation,source_operator_review_status,beds_total,discharges_total,total_costs_usd,net_patient_revenue_usd,closeout_action,closeout_note,provider_volume_score,provider_year_key,same_city_review_action,same_city_review_note,census_candidate_fips,census_candidate_county_name,census_match_status,census_match_type,census_matched_address,census_candidate_score,census_candidate_confidence,census_attempt_label,conflicting_census_candidate_fips,census_candidate_status,census_candidate_note,external_manual_lane,recommended_resolution_method,external_manual_note,geocoder_query,retry_candidate_fips,retry_candidate_county_name,retry_match_status,retry_match_type,retry_matched_address,retry_candidate_score,retry_candidate_confidence,retry_attempt_label,retry_conflicting_candidate_fips,retry_candidate_status,retry_candidate_note,production_model_rank_or_dashboard_change
101,101,400118,DOCTOR CENTER HOSPITAL MANATI  INC.,PR,CARR. #2,MANATI,00674,,2023,cms_county_blank,medium,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,257.0,14683.0,85918519.0,110802004.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.6922,400118__2023,,,,,,,,,,,,,,external_geocoder_required_no_local_candidate,approved_external_provider_geocoder,No conservative local county candidate exists; route through an approved street-address geocoder or manual county review.,"CARR. #2, MANATI, PR, 00674",,,,,,,,,,unresolved_after_residual_census_retry,No Census geographies match from residual retry variants.,False
102,102,650003,GUAM REGIONAL MEDICAL CITY,GU,133 ROUTE 3,DEDEDO,96929,,2023,cms_county_blank,medium,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,120.0,5098.0,223615047.0,217935803.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.5284,650003__2023,,,,,,,,,,,,,,external_geocoder_required_no_local_candidate,approved_external_provider_geocoder,No conservative local county candidate exists; route through an approved street-address geocoder or manual county review.,"133 ROUTE 3, DEDEDO, GU, 96929",,,,,,,,,,unresolved_after_residual_census_retry,No Census geographies match from residual retry variants.,False
103,103,404004,FIRST HOSPITAL PANAMERICANO,PR,STATE ROAD #787,CIDRA,00739,,2023,cms_county_blank,medium,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,216.0,8229.0,27915015.0,36287251.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.5167,404004__2023,,,,,,,,,,,,,,external_geocoder_required_no_local_candidate,approved_external_provider_geocoder,No conservative local county candidate exists; route through an approved street-address geocoder or manual county review.,"STATE ROAD #787, CIDRA, PR, 00739",,,,,,,,,,unresolved_after_residual_census_retry,No Census geographies match from residual retry variants.,False
104,104,400112,HOSPITAL UPR,PR,STREET 3 KM 8.3 65 INFANTERIA AVE.,CAROLINA,00984,,2024,cms_county_blank,medium,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,212.0,8989.0,55613149.0,62198817.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.5072,400112__2024,,,,,,,,,,,,,,external_geocoder_required_no_local_candidate,approved_external_provider_geocoder,No conservative local county candidate exists; route through an approved street-address geocoder or manual county review.,"STREET 3 KM 8.3 65 INFANTERIA AVE., CAROLINA, PR, 00984",,,,,,,,,,unresolved_after_residual_census_retry,No Census geographies match from residual retry variants.,False
105,105,400032,BAYAMON MEDICAL CENTER,PR,CARR. #2 KM. 11.7,BAYAMON,00960,,2023,cms_county_blank,medium,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,207.0,9922.0,69880819.0,89687525.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.4952,400032__2023,,,,,,,,,,,,,,external_geocoder_required_no_local_candidate,approved_external_provider_geocoder,No conservative local county candidate exists; route through an approved street-address geocoder or manual county review.,"CARR. #2 KM. 11.7, BAYAMON, PR, 00960",,,,,,,,,,unresolved_after_residual_census_retry,No Census geographies match from residual retry variants.,False
106,106,650001,GUAM MEMORIAL HOSPITAL,GU,850 GOVERNOR CARLOS G CAMACHO RD,OKA  TAMUNING,96911,,2023,cms_county_blank,medium,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,161.0,8675.0,157454503.0,98170329.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.409,650001__2023,,,,,,,,,,,,,,external_geocoder_required_no_local_candidate,approved_external_provider_geocoder,No conservative local county candidate exists; route through an approved street-address geocoder or manual county review.,"850 GOVERNOR CARLOS G CAMACHO RD, OKA TAMUNING, GU, 96911",,,,,,,,,,unresolved_after_residual_census_retry,No Census geographies match from residual retry variants.,False
107,107,390156,MERCY CATHOLIC MEDICAL CENTER,PA,LANSDOWNE AVE & BAILEY RD.,DARBY,19023,USA,2024,county_text_unmatched,medium,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,county_fips_unmatched_review_required,153.0,6692.0,161166648.0,198896114.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.3808,390156__2024,,,,,,,,,,,,,,external_geocoder_required_no_local_candidate,approved_external_provider_geocoder,No conservative local county candidate exists; route through an approved street-address geocoder or manual county review.,"LANSDOWNE AVE & BAILEY RD., DARBY, PA, 19023",,,,,,,,,,unresolved_after_residual_census_retry,No Census geographies match from residual retry variants.,False
108,108,400019,HOSPITAL PAVIA SANTURCE,PR,ASIA STREET,SANTURCE,00910,,2023,cms_county_blank,medium,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,154.0,7315.0,73276232.0,105570415.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.3684,400019__2023,,,,,,,,,,,,,,external_geocoder_required_no_local_candidate,approved_external_provider_geocoder,No conservative local county candidate exists; route through an approved street-address geocoder or manual county review.,"ASIA STREET, SANTURCE, PR, 00910",,,,,,,,,,unresolved_after_residual_census_retry,No Census geographies match from residual retry variants.,False
109,109,480001,ROY L SCHNEIDER HOSPITAL,VI,9048 SUGAR ESTATE,ST. THOMAS,00801,,2023,cms_county_blank,medium,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,149.0,2801.0,83854257.0,73802953.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.3565,480001__2023,,,,,,,,,,,,,,external_geocoder_required_no_local_candidate,approved_external_provider_geocoder,No conservative local county candidate exists; route through an approved street-address geocoder or manual county review.,"9048 SUGAR ESTATE, ST. THOMAS, VI, 00801",,,,,,,,,,unresolved_after_residual_census_retry,No Census geographies match from residual retry variants.,False
110,110,394056,TOWER BEHAVIORAL HEALTH,PA,201 WELLNESS WAY,READING,19605,ESMERALDA,2024,county_text_unmatched,medium,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,county_fips_unmatched_review_required,144.0,2865.0,38525473.0,59054435.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.3445,394056__2024,,,,,,,,,,,,,,external_geocoder_required_no_local_candidate,approved_external_provider_geocoder,No conservative local county candidate exists; route through an approved street-address geocoder or manual county review.,"201 WELLNESS WAY, READING, PA, 19605",,,,,,,,,,unresolved_after_residual_census_retry,No Census geographies match from residual retry variants.,False
111,111,400048,HOSPITAL MENONITA  GUAYAMA,PR,AVE PEDRO ALBIZU CAMPOS,GUAYAMA,00785,,2024,cms_county_blank,medium,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,140.0,7067.0,52428635.0,74577237.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.3349,400048__2024,,,,,,,,,,,,,,external_geocoder_required_no_local_candidate,approved_external_provider_geocoder,No conservative local county candidate exists; route through an approved street-address geocoder or manual county review.,"AVE PEDRO ALBIZU CAMPOS, GUAYAMA, PR, 00785",,,,,,,,,,unresolved_after_residual_census_retry,No Census geographies match from residual retry variants.,False
112,112,400102,DOCTORS CENTER HOSPITAL BAYAMON,PR,STREET J-9 EXT. HERMANAS DAVILA,BAYAMON,00956,,2023,cms_county_blank,medium,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,130.0,6950.0,43696247.0,50452830.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.3277,400102__2023,,,,,,,,,,,,,,external_geocoder_required_no_local_candidate,approved_external_provider_geocoder,No conservative local county candidate exists; route through an approved street-address geocoder or manual county review.,"STREET J-9 EXT. HERMANAS DAVILA, BAYAMON, PR, 00956",,,,,,,,,,unresolved_after_residual_census_retry,No Census geographies match from residual retry variants.,False
113,113,400004,ASOCIACION HOSPITAL DEL MAESTRO,PR,SERGIO CUEVAS BUSTAMTE,SANJUAN,00969,,2024,cms_county_blank,medium,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,125.0,1600.0,17576162.0,12995433.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.299,400004__2024,,,,,,,,,,,,,,external_geocoder_required_no_local_candidate,approved_external_provider_geocoder,No conservative local county candidate exists; route through an approved street-address geocoder or manual county review.,"SERGIO CUEVAS BUSTAMTE, SANJUAN, PR, 00969",,,,,,,,,,unresolved_after_residual_census_retry,No Census geographies match from residual retry variants.,False
114,114,394040,THE MEADOWS HOSPITAL,PA,1 EARLYSTOWN RD,CENTRE HALL,16828,CENTRE HALL,2024,county_text_unmatched,medium,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,county_fips_unmatched_review_required,119.0,1899.0,19283777.0,24285236.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.2847,394040__2024,,,,,,,,,,,,,,external_geocoder_required_no_local_candidate,approved_external_provider_geocoder,No conservative local county candidate exists; route through an approved street-address geocoder or manual county review.,"1 EARLYSTOWN RD, CENTRE HALL, PA, 16828",,,,,,,,,,unresolved_after_residual_census_retry,No Census geographies match from residual retry variants.,False
115,115,460060,LONE PEAK HOSPITAL,UT,11925 S STATE STREET,DRAPER,84020,UNITED STATES,2024,county_text_unmatched,medium,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,county_fips_unmatched_review_required,61.0,3338.0,90663148.0,156561386.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.2682,460060__2024,,,,,,,,,,,,,,external_geocoder_required_no_local_candidate,approved_external_provider_geocoder,No conservative local county candidate exists; route through an approved street-address geocoder or manual county review.,"11925 S STATE STREET, DRAPER, UT, 84020",49035,"Salt Lake County, Utah",Match,Non_Exact,"11925 STATE ST, DRAPER, UT, 84020",0.88,0.86,provider_original,,residual_census_context_only,Residual Census retry produced context but not enough evidence for automatic acceptance.,False
116,116,400138,PUERTO RICO WOMEN AND CHILDRENS HOSP,PR,CARR. PR-2 KM 11.6 (INTERIOR),BAYAMON,00959,,2023,cms_county_blank,medium,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,111.0,5180.0,20671319.0,28468288.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.2656,400138__2023,,,,,,,,,,,,,,external_geocoder_required_no_local_candidate,approved_external_provider_geocoder,No conservative local county candidate exists; route through an approved street-address geocoder or manual county review.,"CARR. PR-2 KM 11.6 (INTERIOR), BAYAMON, PR, 00959",,,,,,,,,,unresolved_after_residual_census_retry,No Census geographies match from residual retry variants.,False
117,117,400115,HOSPITAL WILMA N VAZQUEZ,PR,#2 KM 39.5,VEGA BAJA,00693,,2023,cms_county_blank,medium,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,98.0,3598.0,31930723.0,37337129.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.2344,400115__2023,,,,,,,,,,,,,,external_geocoder_required_no_local_candidate,approved_external_provider_geocoder,No conservative local county candidate exists; route through an approved street-address geocoder or manual county review.,"#2 KM 39.5, VEGA BAJA, PR, 00693",72143,Vega Alta Muno,Match,Non_Exact,"39 CLL 5, VEGA BAJA, PR, 00693",0.86,0.86,provider_original,,residual_census_context_only,Residual Census retry produced context but not enough evidence for automatic acceptance.,False
118,118,400105,BAYAMON REGIONAL HOSPITAL,PR,LAUREL #100,BAYAMON,00956,,2024,cms_county_blank,medium,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,84.0,1678.0,27144009.0,17396235.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.201,400105__2024,,,,,,,,,,,,,,external_geocoder_required_no_local_candidate,approved_external_provider_geocoder,No conservative local county candidate exists; route through an approved street-address geocoder or manual county review.,"LAUREL #100, BAYAMON, PR, 00956",,,,,,,,,,unresolved_after_residual_census_retry,No Census geographies match from residual retry variants.,False
119,119,660001,COMMONWEALTH HEALTH CENTER,MP,LOWER NAVY HILL RD,SAIPAN,96950,STATEWIDE,2023,county_text_unmatched,medium,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,county_fips_unmatched_review_required,74.0,3446.0,83988038.0,,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.1985,660001__2023,,,,,,,,,,,,,,external_geocoder_required_no_local_candidate,approved_external_provider_geocoder,No conservative local county candidate exists; route through an approved street-address geocoder or manual county review.,"LOWER NAVY HILL RD, SAIPAN, MP, 96950",,,,,,,,,,unresolved_after_residual_census_retry,No Census geographies match from residual retry variants.,False
120,120,224039,HAVERHILL PAVILION,MA,76 SUMMER STREED,HAVERHILL,01832,ARCHER,2023,county_text_unmatched,medium,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,county_fips_unmatched_review_required,71.0,1354.0,19955636.0,24608678.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.1699,224039__2023,,,,,,,,,,,,,,external_geocoder_required_no_local_candidate,approved_external_provider_geocoder,No conservative local county candidate exists; route through an approved street-address geocoder or manual county review.,"76 SUMMER STREED, HAVERHILL, MA, 01832",,,,,,,,,,unresolved_after_residual_census_retry,No Census geographies match from residual retry variants.,False
121,121,480002,GOV. JUAN F. LUIS HOSPITAL,VI,4007 EAST DIAMOND RUBY,CHRISTIANSTED,00820,,2023,cms_county_blank,medium,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,66.0,1689.0,65498339.0,-34343588.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.1579,480002__2023,,,,,,,,,,,,,,external_geocoder_required_no_local_candidate,approved_external_provider_geocoder,No conservative local county candidate exists; route through an approved street-address geocoder or manual county review.,"4007 EAST DIAMOND RUBY, CHRISTIANSTED, VI, 00820",,,,,,,,,,unresolved_after_residual_census_retry,No Census geographies match from residual retry variants.,False
122,122,403027,MULTY MEDICAL FACILITIES,PR,MUNOZ RIVERA AVENUE #402,SAN JUAN PR 00918,00918,,2023,cms_county_blank,medium,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,57.0,1748.0,9539821.0,11171359.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.1364,403027__2023,,,,,,,,,,,,,,external_geocoder_required_no_local_candidate,approved_external_provider_geocoder,No conservative local county candidate exists; route through an approved street-address geocoder or manual county review.,"MUNOZ RIVERA AVENUE #402, SAN JUAN PR 00918, PR, 00918",,,,,,,,,,unresolved_after_residual_census_retry,No Census geographies match from residual retry variants.,False
123,123,400137,DOCTORS CENTER HOSPITAL OH-DORADO,PR,RD 696 INTERSEC  EFRON AVE  BO HIGUI,DORADO,00646,,2023,cms_county_blank,medium,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,50.0,2107.0,19159485.0,16946891.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.1196,400137__2023,,,,,,,,,,,,,,external_geocoder_required_no_local_candidate,approved_external_provider_geocoder,No conservative local county candidate exists; route through an approved street-address geocoder or manual county review.,"RD 696 INTERSEC EFRON AVE BO HIGUI, DORADO, PR, 00646",,,,,,,,,,unresolved_after_residual_census_retry,No Census geographies match from residual retry variants.,False
124,124,400122,PROFESSIONAL HOSPITAL,PR,AVE LAS CUMBRES,GUAYNABO,00970,,2024,cms_county_blank,medium,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,49.0,2333.0,22526020.0,25843703.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.1172,400122__2024,,,,,,,,,,,,,,external_geocoder_required_no_local_candidate,approved_external_provider_geocoder,No conservative local county candidate exists; route through an approved street-address geocoder or manual county review.,"AVE LAS CUMBRES, GUAYNABO, PR, 00970",,,,,,,,,,unresolved_after_residual_census_retry,No Census geographies match from residual retry variants.,False
125,125,400012,HOSPITAL I GONZALEZ MARTINEZ,PR,CENTRO MEDICO,PO BOX 191811 SAN JUAN,00919,,2024,cms_county_blank,medium,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,40.0,992.0,25797865.0,16240488.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0957,400012__2024,,,,,,,,,,,,,,external_geocoder_required_no_local_candidate,approved_external_provider_geocoder,No conservative local county candidate exists; route through an approved street-address geocoder or manual county review.,"CENTRO MEDICO, PO BOX 191811 SAN JUAN, PR, 00919",,,,,,,,,,unresolved_after_residual_census_retry,No Census geographies match from residual retry variants.,False
126,126,241347,SANFORD HOSPITAL CANBY,MN,112 SAINT OLAF AVENUE,CANBY,56220,YELLOW MEDCINE,2023,county_text_unmatched,medium,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,county_fips_unmatched_review_required,25.0,96.0,23421550.0,26442965.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0598,241347__2023,,,,,,,,,,,,,,external_geocoder_required_no_local_candidate,approved_external_provider_geocoder,No conservative local county candidate exists; route through an approved street-address geocoder or manual county review.,"112 SAINT OLAF AVENUE, CANBY, MN, 56220",,,,,,,,,,unresolved_after_residual_census_retry,No Census geographies match from residual retry variants.,False
127,127,371307,CIMARRON MEMORIAL HOSPITAL,OK,100 SOUTH ELLIS,BOISE CITY,73933,BEE,2023,county_text_unmatched,medium,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,county_fips_unmatched_review_required,25.0,146.0,4673053.0,3440627.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0598,371307__2023,,,,,,,,,,,,,,external_geocoder_required_no_local_candidate,approved_external_provider_geocoder,No conservative local county candidate exists; route through an approved street-address geocoder or manual county review.,"100 SOUTH ELLIS, BOISE CITY, OK, 73933",,,,,,,,,,unresolved_after_residual_census_retry,No Census geographies match from residual retry variants.,False
128,128,400010,CASTANER HOSPITAL,PR,PO BOX 1003,CASTANER,00631,,2023,cms_county_blank,medium,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,,,,,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0,400010__2023,,,,,,,,,,,,,,external_geocoder_required_no_local_candidate,approved_external_provider_geocoder,No conservative local county candidate exists; route through an approved street-address geocoder or manual county review.,"PO BOX 1003, CASTANER, PR, 00631",,,,,,,,,,unresolved_after_residual_census_retry,No Census geographies match from residual retry variants.,False
